Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,USB-C Cable,4,1697.41,2023-12-01 00:00:00,New York
1001,Lightning Cable,4,1223.15,2023-12-01 01:00:00,Boston
1002,Lightning Cable,2,427.61,2023-12-01 02:00:00,Los Angeles
1003,Lightning Cable,3,1398.91,2023-12-01 03:00:00,Boston
1004,Lightning Cable,4,1735.0,2023-12-01 04:00:00,San Francisco
1005,Lightning Cable,4,1127.33,2023-12-01 05:00:00,New York
1006,Lightning Cable,1,253.02,2023-12-01 06:00:00,Chicago
1007,iPhone,4,699.94,2023-12-01 07:00:00,San Francisco
1008,Monitor,2,1549.4,2023-12-01 08:00:00,New York
1009,Lightning Cable,3,1596.28,2023-12-01 09:00:00,Austin
1010,USB-C Cable,1,1360.35,2023-12-01 10:00:00,Chicago
1011,USB-C Cable,4,230.82,2023-12-01 11:00:00,San Francisco
1012,Headphones,2,1878.77,2023-12-01 12:00:00,New York
1013,Headphones,4,26.46,2023-12-01 13:00:00,Austin
1014,USB-C Cable,4,143.35,2023-12-01 14:00:00,Los Angeles
1015,USB-C Cable,4,1681.34,2023-12-01 15:00:00,Austin
1016,Headphones,4,956.41,2023-12-01 16:00:00,Boston
1017,Lightning Cable,3,1648.85,2023-12-01 17:00:00,San Francisco
1018,Lightning Cable,3,689.07,2023-12-01 18:00:00,San Francisco
1019,USB-C Cable,3,274.45,2023-12-01 19:00:00,New York
1020,Lightning Cable,1,1380.9,2023-12-01 20:00:00,San Francisco
1021,iPhone,1,19.43,2023-12-01 21:00:00,New York
1022,Lightning Cable,4,666.28,2023-12-01 22:00:00,San Francisco
1023,iPhone,2,326.62,2023-12-01 23:00:00,Boston
1024,Monitor,1,1015.07,2023-12-02 00:00:00,Boston
1025,Lightning Cable,4,627.86,2023-12-02 01:00:00,Los Angeles
1026,USB-C Cable,1,897.84,2023-12-02 02:00:00,New York
1027,Google Pixel,2,1907.53,2023-12-02 03:00:00,Chicago
1028,USB-C Cable,2,1356.5,2023-12-02 04:00:00,Boston
1029,iPhone,1,1947.0,2023-12-02 05:00:00,Chicago
1030,ThinkPad,2,1316.05,2023-12-02 06:00:00,San Francisco
1031,iPhone,2,942.87,2023-12-02 07:00:00,Austin
1032,Monitor,2,1840.43,2023-12-02 08:00:00,New York
1033,Lightning Cable,2,1303.24,2023-12-02 09:00:00,Chicago
1034,Monitor,3,1230.11,2023-12-02 10:00:00,Los Angeles
1035,ThinkPad,4,1382.6,2023-12-02 11:00:00,Austin
1036,Google Pixel,4,134.24,2023-12-02 12:00:00,Austin
1037,iPhone,4,12.05,2023-12-02 13:00:00,Chicago
1038,iPhone,3,1369.57,2023-12-02 14:00:00,New York
1039,USB-C Cable,4,1184.97,2023-12-02 15:00:00,Los Angeles
1040,Headphones,1,77.94,2023-12-02 16:00:00,Los Angeles
1041,Headphones,3,1980.42,2023-12-02 17:00:00,San Francisco
1042,Monitor,3,231.06,2023-12-02 18:00:00,New York
1043,iPhone,1,66.61,2023-12-02 19:00:00,Chicago
1044,ThinkPad,4,1200.12,2023-12-02 20:00:00,Boston
1045,ThinkPad,3,319.55,2023-12-02 21:00:00,Austin
1046,Lightning Cable,4,1657.28,2023-12-02 22:00:00,San Francisco
1047,Lightning Cable,4,834.08,2023-12-02 23:00:00,Boston
1048,Lightning Cable,3,1527.19,2023-12-03 00:00:00,San Francisco
1049,USB-C Cable,3,603.99,2023-12-03 01:00:00,Boston
1050,Lightning Cable,2,1477.69,2023-12-03 02:00:00,Austin
1051,iPhone,4,414.99,2023-12-03 03:00:00,New York
1052,USB-C Cable,2,1063.0,2023-12-03 04:00:00,Los Angeles
1053,Lightning Cable,3,1049.31,2023-12-03 05:00:00,Boston
1054,Google Pixel,2,1226.12,2023-12-03 06:00:00,San Francisco
1055,USB-C Cable,1,792.32,2023-12-03 07:00:00,San Francisco
1056,Monitor,1,448.56,2023-12-03 08:00:00,New York
1057,iPhone,2,362.04,2023-12-03 09:00:00,Chicago
1058,USB-C Cable,3,281.84,2023-12-03 10:00:00,Chicago
1059,iPhone,4,619.83,2023-12-03 11:00:00,Chicago
1060,ThinkPad,4,572.18,2023-12-03 12:00:00,Los Angeles
1061,Lightning Cable,1,1426.6,2023-12-03 13:00:00,San Francisco
1062,ThinkPad,3,1412.57,2023-12-03 14:00:00,Chicago
1063,USB-C Cable,4,1892.82,2023-12-03 15:00:00,Chicago
1064,USB-C Cable,3,390.07,2023-12-03 16:00:00,New York
1065,Macbook Pro,2,1685.23,2023-12-03 17:00:00,Austin
1066,USB-C Cable,2,1207.24,2023-12-03 18:00:00,San Francisco
1067,USB-C Cable,3,68.64,2023-12-03 19:00:00,New York
