Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Lightning Cable,1,1655.14,2023-01-01 00:00:00,New York
1001,Headphones,1,1038.28,2023-01-01 01:00:00,San Francisco
1002,Headphones,4,1915.43,2023-01-01 02:00:00,Chicago
1003,Headphones,1,381.04,2023-01-01 03:00:00,Boston
1004,USB-C Cable,1,347.2,2023-01-01 04:00:00,New York
1005,iPhone,2,392.54,2023-01-01 05:00:00,Boston
1006,Lightning Cable,3,903.72,2023-01-01 06:00:00,San Francisco
1007,USB-C Cable,2,1400.91,2023-01-01 07:00:00,Boston
1008,Lightning Cable,3,284.73,2023-01-01 08:00:00,Austin
1009,Macbook Pro,3,414.69,2023-01-01 09:00:00,San Francisco
1010,Monitor,2,1094.83,2023-01-01 10:00:00,Los Angeles
1011,Lightning Cable,3,1103.46,2023-01-01 11:00:00,Chicago
1012,USB-C Cable,4,1569.57,2023-01-01 12:00:00,Chicago
1013,Lightning Cable,1,1182.14,2023-01-01 13:00:00,Los Angeles
1014,Lightning Cable,4,906.0,2023-01-01 14:00:00,Los Angeles
1015,USB-C Cable,3,1740.85,2023-01-01 15:00:00,New York
1016,Macbook Pro,4,1458.99,2023-01-01 16:00:00,Austin
1017,Lightning Cable,2,1036.21,2023-01-01 17:00:00,San Francisco
1018,Lightning Cable,4,21.03,2023-01-01 18:00:00,Los Angeles
1019,USB-C Cable,4,1268.08,2023-01-01 19:00:00,Los Angeles
1020,Headphones,1,869.34,2023-01-01 20:00:00,San Francisco
1021,Headphones,3,200.84,2023-01-01 21:00:00,Los Angeles
1022,USB-C Cable,4,1011.88,2023-01-01 22:00:00,San Francisco
1023,Lightning Cable,2,934.32,2023-01-01 23:00:00,Los Angeles
1024,iPhone,3,502.25,2023-01-02 00:00:00,San Francisco
1025,iPhone,3,1596.24,2023-01-02 01:00:00,San Francisco
1026,Monitor,4,1743.03,2023-01-02 02:00:00,Los Angeles
1027,Lightning Cable,4,1310.03,2023-01-02 03:00:00,Chicago
1028,Lightning Cable,4,528.85,2023-01-02 04:00:00,Chicago
1029,Headphones,2,1324.49,2023-01-02 05:00:00,Los Angeles
1030,ThinkPad,2,342.18,2023-01-02 06:00:00,Austin
1031,ThinkPad,2,605.0,2023-01-02 07:00:00,Los Angeles
1032,Monitor,4,1334.11,2023-01-02 08:00:00,Austin
1033,Lightning Cable,1,1281.14,2023-01-02 09:00:00,Boston
1034,Headphones,3,1797.52,2023-01-02 10:00:00,Los Angeles
1035,Lightning Cable,3,1309.71,2023-01-02 11:00:00,San Francisco
1036,USB-C Cable,2,118.35,2023-01-02 12:00:00,Los Angeles
1037,Headphones,4,1119.02,2023-01-02 13:00:00,Boston
1038,Macbook Pro,4,945.28,2023-01-02 14:00:00,Los Angeles
1039,Lightning Cable,4,43.48,2023-01-02 15:00:00,San Francisco
1040,Lightning Cable,2,354.87,2023-01-02 16:00:00,Los Angeles
1041,USB-C Cable,1,1169.58,2023-01-02 17:00:00,Los Angeles
1042,Macbook Pro,1,1638.65,2023-01-02 18:00:00,Chicago
1043,Headphones,3,1306.13,2023-01-02 19:00:00,Boston
1044,USB-C Cable,4,1654.63,2023-01-02 20:00:00,Chicago
1045,ThinkPad,2,1882.49,2023-01-02 21:00:00,Austin
1046,Macbook Pro,4,1804.4,2023-01-02 22:00:00,Boston
1047,Lightning Cable,1,1023.73,2023-01-02 23:00:00,San Francisco
1048,USB-C Cable,1,369.29,2023-01-03 00:00:00,San Francisco
1049,USB-C Cable,1,1404.3,2023-01-03 01:00:00,Austin
1050,Headphones,2,521.29,2023-01-03 02:00:00,Los Angeles
1051,Lightning Cable,2,1842.44,2023-01-03 03:00:00,Los Angeles
1052,Lightning Cable,1,1701.02,2023-01-03 04:00:00,San Francisco
1053,Lightning Cable,1,1750.29,2023-01-03 05:00:00,Los Angeles
1054,ThinkPad,3,1974.65,2023-01-03 06:00:00,Austin
1055,Lightning Cable,3,1549.0,2023-01-03 07:00:00,Chicago
1056,Headphones,1,245.46,2023-01-03 08:00:00,Chicago
1057,Monitor,4,404.4,2023-01-03 09:00:00,New York
1058,Headphones,2,1444.75,2023-01-03 10:00:00,San Francisco
1059,USB-C Cable,1,1237.67,2023-01-03 11:00:00,Austin
1060,Headphones,1,199.84,2023-01-03 12:00:00,Boston
1061,Google Pixel,3,1015.32,2023-01-03 13:00:00,Boston
1062,Lightning Cable,1,159.5,2023-01-03 14:00:00,New York
1063,Headphones,4,1813.11,2023-01-03 15:00:00,Austin
1064,Lightning Cable,1,1742.96,2023-01-03 16:00:00,Boston
1065,ThinkPad,4,1524.89,2023-01-03 17:00:00,Boston
1066,Lightning Cable,2,1004.74,2023-01-03 18:00:00,Los Angeles
1067,Monitor,2,439.26,2023-01-03 19:00:00,Boston
1068,Macbook Pro,4,1273.14,2023-01-03 20:00:00,Boston
1069,Lightning Cable,1,1249.92,2023-01-03 21:00:00,New York
1070,Lightning Cable,3,699.61,2023-01-03 22:00:00,Los Angeles
1071,Lightning Cable,2,1875.49,2023-01-03 23:00:00,Austin
1072,ThinkPad,1,94.05,2023-01-04 00:00:00,Chicago
1073,Monitor,2,1937.63,2023-01-04 01:00:00,Austin
1074,USB-C Cable,1,596.8,2023-01-04 02:00:00,Austin
1075,iPhone,2,1610.79,2023-01-04 03:00:00,San Francisco
1076,Lightning Cable,2,1867.32,2023-01-04 04:00:00,New York
1077,Google Pixel,4,48.16,2023-01-04 05:00:00,Austin
1078,iPhone,4,1911.59,2023-01-04 06:00:00,San Francisco
1079,Lightning Cable,4,1430.53,2023-01-04 07:00:00,Austin
1080,Headphones,1,1577.81,2023-01-04 08:00:00,Boston
1081,USB-C Cable,2,1920.89,2023-01-04 09:00:00,Austin
1082,Headphones,3,1058.55,2023-01-04 10:00:00,New York
1083,Headphones,1,1321.03,2023-01-04 11:00:00,San Francisco
1084,Lightning Cable,2,1489.9,2023-01-04 12:00:00,Boston
1085,Headphones,2,429.04,2023-01-04 13:00:00,Chicago
1086,ThinkPad,4,941.58,2023-01-04 14:00:00,Boston
1087,Monitor,4,926.46,2023-01-04 15:00:00,Los Angeles
1088,Macbook Pro,3,453.41,2023-01-04 16:00:00,New York
1089,Lightning Cable,3,1662.27,2023-01-04 17:00:00,Boston
1090,Monitor,3,400.24,2023-01-04 18:00:00,Austin
1091,Lightning Cable,3,1784.35,2023-01-04 19:00:00,Chicago
1092,Headphones,3,1190.53,2023-01-04 20:00:00,New York
1093,iPhone,4,1694.29,2023-01-04 21:00:00,Austin
1094,Headphones,4,1936.81,2023-01-04 22:00:00,New York
1095,Headphones,2,1249.41,2023-01-04 23:00:00,New York
1096,Lightning Cable,4,557.23,2023-01-05 00:00:00,Boston
1097,Macbook Pro,4,1680.64,2023-01-05 01:00:00,Chicago
1098,Lightning Cable,2,470.33,2023-01-05 02:00:00,San Francisco
1099,USB-C Cable,3,1758.25,2023-01-05 03:00:00,San Francisco
1100,USB-C Cable,2,1912.51,2023-01-05 04:00:00,New York
1101,Headphones,3,1833.6,2023-01-05 05:00:00,Austin
1102,iPhone,2,455.72,2023-01-05 06:00:00,San Francisco
1103,Lightning Cable,4,881.55,2023-01-05 07:00:00,New York
1104,Lightning Cable,3,562.76,2023-01-05 08:00:00,Chicago
1105,Lightning Cable,3,895.79,2023-01-05 09:00:00,Chicago
1106,Lightning Cable,4,213.77,2023-01-05 10:00:00,Los Angeles
1107,USB-C Cable,4,811.83,2023-01-05 11:00:00,New York
1108,Lightning Cable,3,1610.3,2023-01-05 12:00:00,New York
1109,Lightning Cable,3,637.63,2023-01-05 13:00:00,Chicago
1110,Lightning Cable,2,431.98,2023-01-05 14:00:00,Austin
1111,Lightning Cable,3,1942.5,2023-01-05 15:00:00,Chicago
1112,Lightning Cable,1,1896.77,2023-01-05 16:00:00,Los Angeles
1113,USB-C Cable,1,1244.63,2023-01-05 17:00:00,Chicago
1114,USB-C Cable,4,1667.83,2023-01-05 18:00:00,San Francisco
1115,USB-C Cable,4,1484.13,2023-01-05 19:00:00,Austin
1116,Lightning Cable,1,1206.09,2023-01-05 20:00:00,New York
1117,Lightning Cable,4,25.17,2023-01-05 21:00:00,San Francisco
1118,Lightning Cable,4,1338.89,2023-01-05 22:00:00,New York
1119,Monitor,3,1339.73,2023-01-05 23:00:00,Los Angeles
1120,Google Pixel,1,902.06,2023-01-06 00:00:00,Austin
1121,Lightning Cable,4,697.16,2023-01-06 01:00:00,New York
1122,Lightning Cable,4,328.79,2023-01-06 02:00:00,Los Angeles
1123,iPhone,4,453.94,2023-01-06 03:00:00,Austin
1124,iPhone,3,53.25,2023-01-06 04:00:00,San Francisco
1125,USB-C Cable,3,1413.14,2023-01-06 05:00:00,New York
1126,iPhone,4,148.22,2023-01-06 06:00:00,San Francisco
1127,Headphones,1,1296.86,2023-01-06 07:00:00,New York
