Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Headphones,3,1718.73,2023-10-01 00:00:00,Los Angeles
1001,Lightning Cable,1,607.82,2023-10-01 01:00:00,Austin
1002,Lightning Cable,4,1869.31,2023-10-01 02:00:00,Los Angeles
1003,Lightning Cable,4,373.59,2023-10-01 03:00:00,Chicago
1004,Monitor,1,1660.47,2023-10-01 04:00:00,Boston
1005,Macbook Pro,2,194.73,2023-10-01 05:00:00,Los Angeles
1006,Lightning Cable,1,1389.01,2023-10-01 06:00:00,New York
1007,Macbook Pro,2,176.92,2023-10-01 07:00:00,New York
1008,Macbook Pro,1,522.98,2023-10-01 08:00:00,New York
1009,USB-C Cable,2,1395.43,2023-10-01 09:00:00,Boston
1010,Lightning Cable,2,205.79,2023-10-01 10:00:00,Los Angeles
1011,USB-C Cable,4,86.4,2023-10-01 11:00:00,Chicago
1012,USB-C Cable,2,1360.02,2023-10-01 12:00:00,Boston
1013,ThinkPad,4,901.07,2023-10-01 13:00:00,Los Angeles
1014,Macbook Pro,3,209.79,2023-10-01 14:00:00,San Francisco
1015,USB-C Cable,3,1233.93,2023-10-01 15:00:00,San Francisco
1016,USB-C Cable,1,1311.44,2023-10-01 16:00:00,Austin
1017,Headphones,3,827.4,2023-10-01 17:00:00,Chicago
1018,Headphones,4,802.33,2023-10-01 18:00:00,New York
1019,USB-C Cable,2,939.16,2023-10-01 19:00:00,Los Angeles
1020,USB-C Cable,2,952.99,2023-10-01 20:00:00,Chicago
1021,Lightning Cable,2,1659.61,2023-10-01 21:00:00,Boston
1022,Lightning Cable,2,1740.87,2023-10-01 22:00:00,New York
1023,USB-C Cable,4,1516.22,2023-10-01 23:00:00,New York
1024,Lightning Cable,2,444.82,2023-10-02 00:00:00,Austin
1025,Headphones,4,1877.57,2023-10-02 01:00:00,San Francisco
1026,Lightning Cable,4,1079.89,2023-10-02 02:00:00,Austin
1027,USB-C Cable,1,116.19,2023-10-02 03:00:00,Boston
1028,USB-C Cable,4,1833.65,2023-10-02 04:00:00,New York
1029,Lightning Cable,3,1731.42,2023-10-02 05:00:00,New York
1030,Lightning Cable,3,1288.74,2023-10-02 06:00:00,Los Angeles
1031,Lightning Cable,4,1022.5,2023-10-02 07:00:00,Chicago
1032,USB-C Cable,1,1754.12,2023-10-02 08:00:00,New York
1033,Monitor,2,921.52,2023-10-02 09:00:00,New York
1034,Lightning Cable,1,284.57,2023-10-02 10:00:00,Austin
1035,Lightning Cable,2,148.25,2023-10-02 11:00:00,New York
