Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Macbook Pro,4,1871.69,2023-03-01 00:00:00,Los Angeles
1001,USB-C Cable,2,1908.17,2023-03-01 01:00:00,Boston
1002,Macbook Pro,1,1182.38,2023-03-01 02:00:00,New York
1003,ThinkPad,4,1858.68,2023-03-01 03:00:00,Los Angeles
1004,iPhone,4,578.91,2023-03-01 04:00:00,Boston
1005,Lightning Cable,4,56.37,2023-03-01 05:00:00,San Francisco
1006,Lightning Cable,4,1707.74,2023-03-01 06:00:00,Boston
1007,Headphones,4,410.42,2023-03-01 07:00:00,Boston
1008,Lightning Cable,4,1255.45,2023-03-01 08:00:00,Chicago
1009,Lightning Cable,1,752.84,2023-03-01 09:00:00,New York
1010,Headphones,1,1663.07,2023-03-01 10:00:00,Boston
1011,iPhone,4,26.49,2023-03-01 11:00:00,San Francisco
1012,USB-C Cable,3,1016.16,2023-03-01 12:00:00,Chicago
1013,USB-C Cable,2,894.55,2023-03-01 13:00:00,Chicago
1014,Headphones,4,747.82,2023-03-01 14:00:00,Los Angeles
1015,Lightning Cable,1,192.04,2023-03-01 15:00:00,New York
1016,USB-C Cable,4,1956.75,2023-03-01 16:00:00,Chicago
1017,USB-C Cable,1,1854.31,2023-03-01 17:00:00,Chicago
1018,Headphones,2,1419.81,2023-03-01 18:00:00,Los Angeles
1019,Monitor,4,391.8,2023-03-01 19:00:00,San Francisco
1020,USB-C Cable,2,314.27,2023-03-01 20:00:00,San Francisco
1021,USB-C Cable,3,1327.29,2023-03-01 21:00:00,Boston
1022,Lightning Cable,1,1872.81,2023-03-01 22:00:00,Chicago
1023,Lightning Cable,2,1609.03,2023-03-01 23:00:00,Boston
1024,Monitor,2,1524.32,2023-03-02 00:00:00,Austin
1025,Macbook Pro,4,1368.58,2023-03-02 01:00:00,Boston
1026,Headphones,3,1951.58,2023-03-02 02:00:00,Boston
1027,USB-C Cable,2,1158.55,2023-03-02 03:00:00,Los Angeles
1028,Lightning Cable,1,991.47,2023-03-02 04:00:00,San Francisco
1029,USB-C Cable,1,870.12,2023-03-02 05:00:00,Los Angeles
1030,USB-C Cable,2,1038.79,2023-03-02 06:00:00,San Francisco
1031,USB-C Cable,1,1502.26,2023-03-02 07:00:00,Austin
1032,Google Pixel,3,615.86,2023-03-02 08:00:00,Los Angeles
1033,Lightning Cable,4,1955.1,2023-03-02 09:00:00,San Francisco
1034,USB-C Cable,2,1567.12,2023-03-02 10:00:00,Austin
1035,USB-C Cable,3,1815.49,2023-03-02 11:00:00,New York
1036,Lightning Cable,3,1846.46,2023-03-02 12:00:00,Chicago
1037,USB-C Cable,1,1547.32,2023-03-02 13:00:00,Chicago
1038,Monitor,1,690.3,2023-03-02 14:00:00,San Francisco
1039,USB-C Cable,4,488.71,2023-03-02 15:00:00,Chicago
1040,Lightning Cable,3,15.61,2023-03-02 16:00:00,San Francisco
1041,USB-C Cable,1,1039.63,2023-03-02 17:00:00,Chicago
1042,Lightning Cable,3,1844.8,2023-03-02 18:00:00,Austin
1043,USB-C Cable,4,39.47,2023-03-02 19:00:00,Los Angeles
1044,USB-C Cable,4,1588.22,2023-03-02 20:00:00,Boston
1045,USB-C Cable,2,895.78,2023-03-02 21:00:00,Los Angeles
1046,USB-C Cable,4,1803.61,2023-03-02 22:00:00,Boston
1047,Lightning Cable,2,924.77,2023-03-02 23:00:00,New York
1048,Lightning Cable,2,1296.21,2023-03-03 00:00:00,San Francisco
1049,Monitor,3,1161.04,2023-03-03 01:00:00,New York
1050,Lightning Cable,1,23.85,2023-03-03 02:00:00,San Francisco
1051,iPhone,4,510.22,2023-03-03 03:00:00,Los Angeles
1052,Macbook Pro,2,189.17,2023-03-03 04:00:00,Austin
1053,iPhone,4,547.25,2023-03-03 05:00:00,Austin
1054,ThinkPad,1,918.85,2023-03-03 06:00:00,Chicago
1055,USB-C Cable,3,1502.97,2023-03-03 07:00:00,Chicago
1056,Lightning Cable,3,1188.18,2023-03-03 08:00:00,San Francisco
1057,Lightning Cable,3,1744.07,2023-03-03 09:00:00,San Francisco
1058,Lightning Cable,1,911.61,2023-03-03 10:00:00,Chicago
1059,Lightning Cable,4,1841.42,2023-03-03 11:00:00,San Francisco
1060,Headphones,3,1702.4,2023-03-03 12:00:00,San Francisco
1061,Lightning Cable,2,426.99,2023-03-03 13:00:00,Los Angeles
1062,USB-C Cable,2,1335.08,2023-03-03 14:00:00,Chicago
1063,USB-C Cable,3,407.48,2023-03-03 15:00:00,Boston
1064,Lightning Cable,1,183.9,2023-03-03 16:00:00,Boston
1065,Headphones,2,163.3,2023-03-03 17:00:00,Austin
1066,USB-C Cable,3,158.66,2023-03-03 18:00:00,Boston
1067,USB-C Cable,1,764.16,2023-03-03 19:00:00,New York
1068,USB-C Cable,3,132.44,2023-03-03 20:00:00,Boston
1069,ThinkPad,4,251.34,2023-03-03 21:00:00,San Francisco
1070,USB-C Cable,4,649.91,2023-03-03 22:00:00,Los Angeles
1071,Lightning Cable,4,1684.08,2023-03-03 23:00:00,Austin
1072,USB-C Cable,1,727.26,2023-03-04 00:00:00,Austin
1073,Monitor,2,139.09,2023-03-04 01:00:00,Boston
1074,Monitor,4,451.72,2023-03-04 02:00:00,Chicago
1075,ThinkPad,1,1824.9,2023-03-04 03:00:00,New York
1076,USB-C Cable,3,1801.63,2023-03-04 04:00:00,Austin
1077,Monitor,4,1141.91,2023-03-04 05:00:00,Austin
1078,Monitor,3,1388.0,2023-03-04 06:00:00,San Francisco
1079,Headphones,2,643.6,2023-03-04 07:00:00,San Francisco
1080,Lightning Cable,3,1971.1,2023-03-04 08:00:00,Austin
1081,Lightning Cable,1,1749.16,2023-03-04 09:00:00,Boston
1082,Headphones,1,1090.19,2023-03-04 10:00:00,San Francisco
1083,USB-C Cable,3,551.43,2023-03-04 11:00:00,San Francisco
1084,Monitor,2,1850.37,2023-03-04 12:00:00,Austin
1085,Lightning Cable,1,449.52,2023-03-04 13:00:00,Chicago
1086,Monitor,3,1088.57,2023-03-04 14:00:00,Los Angeles
