Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Lightning Cable,4,1991.61,2023-11-01 00:00:00,New York
1001,Lightning Cable,1,1088.31,2023-11-01 01:00:00,Boston
1002,USB-C Cable,4,1083.09,2023-11-01 02:00:00,Los Angeles
1003,USB-C Cable,3,121.51,2023-11-01 03:00:00,Austin
1004,iPhone,3,139.05,2023-11-01 04:00:00,Chicago
1005,Lightning Cable,4,1284.95,2023-11-01 05:00:00,Chicago
1006,USB-C Cable,3,1989.0,2023-11-01 06:00:00,Los Angeles
1007,USB-C Cable,3,796.63,2023-11-01 07:00:00,San Francisco
1008,USB-C Cable,2,775.76,2023-11-01 08:00:00,Los Angeles
1009,iPhone,1,1248.27,2023-11-01 09:00:00,Los Angeles
1010,Lightning Cable,2,1827.34,2023-11-01 10:00:00,San Francisco
1011,Lightning Cable,1,1470.23,2023-11-01 11:00:00,Austin
1012,Google Pixel,4,110.03,2023-11-01 12:00:00,Chicago
1013,USB-C Cable,3,289.35,2023-11-01 13:00:00,Boston
1014,ThinkPad,2,1386.86,2023-11-01 14:00:00,Austin
1015,Monitor,3,1944.93,2023-11-01 15:00:00,Austin
1016,Lightning Cable,3,1936.99,2023-11-01 16:00:00,New York
1017,ThinkPad,4,1426.64,2023-11-01 17:00:00,Boston
1018,USB-C Cable,1,1522.96,2023-11-01 18:00:00,Los Angeles
1019,Lightning Cable,1,1052.02,2023-11-01 19:00:00,Chicago
1020,Headphones,3,63.31,2023-11-01 20:00:00,Austin
1021,iPhone,4,1084.13,2023-11-01 21:00:00,Austin
1022,iPhone,2,1330.53,2023-11-01 22:00:00,Chicago
1023,Macbook Pro,3,1038.59,2023-11-01 23:00:00,Boston
1024,Lightning Cable,3,1490.93,2023-11-02 00:00:00,Chicago
1025,Headphones,2,296.88,2023-11-02 01:00:00,Los Angeles
1026,ThinkPad,3,1017.73,2023-11-02 02:00:00,Los Angeles
1027,Lightning Cable,1,445.83,2023-11-02 03:00:00,Austin
1028,USB-C Cable,4,1685.11,2023-11-02 04:00:00,Chicago
1029,Lightning Cable,3,840.15,2023-11-02 05:00:00,Chicago
1030,iPhone,1,847.52,2023-11-02 06:00:00,Austin
1031,Lightning Cable,2,1604.88,2023-11-02 07:00:00,San Francisco
1032,Headphones,4,860.74,2023-11-02 08:00:00,Boston
1033,USB-C Cable,2,928.07,2023-11-02 09:00:00,Chicago
1034,Monitor,3,1696.83,2023-11-02 10:00:00,Austin
1035,USB-C Cable,3,347.46,2023-11-02 11:00:00,Boston
1036,Lightning Cable,3,1106.73,2023-11-02 12:00:00,San Francisco
1037,USB-C Cable,4,1424.73,2023-11-02 13:00:00,Chicago
1038,Google Pixel,2,560.83,2023-11-02 14:00:00,Boston
1039,Macbook Pro,2,606.27,2023-11-02 15:00:00,Boston
1040,Lightning Cable,1,810.91,2023-11-02 16:00:00,New York
1041,USB-C Cable,1,255.18,2023-11-02 17:00:00,Boston
1042,Headphones,4,1058.38,2023-11-02 18:00:00,Austin
1043,Macbook Pro,1,1190.24,2023-11-02 19:00:00,Chicago
1044,Google Pixel,2,1268.44,2023-11-02 20:00:00,Los Angeles
1045,iPhone,4,1292.29,2023-11-02 21:00:00,San Francisco
1046,Lightning Cable,3,1905.23,2023-11-02 22:00:00,Austin
1047,Lightning Cable,1,1115.78,2023-11-02 23:00:00,Austin
1048,USB-C Cable,1,532.0,2023-11-03 00:00:00,New York
1049,iPhone,4,1713.16,2023-11-03 01:00:00,Boston
1050,Monitor,4,1077.67,2023-11-03 02:00:00,New York
1051,USB-C Cable,1,754.09,2023-11-03 03:00:00,Austin
1052,Headphones,4,60.6,2023-11-03 04:00:00,Boston
1053,iPhone,1,118.61,2023-11-03 05:00:00,Boston
1054,Lightning Cable,3,286.99,2023-11-03 06:00:00,Los Angeles
1055,Monitor,4,198.75,2023-11-03 07:00:00,Chicago
1056,USB-C Cable,1,646.4,2023-11-03 08:00:00,Chicago
1057,USB-C Cable,4,916.61,2023-11-03 09:00:00,San Francisco
1058,USB-C Cable,2,1190.88,2023-11-03 10:00:00,New York
1059,Lightning Cable,1,1779.0,2023-11-03 11:00:00,San Francisco
1060,USB-C Cable,4,1475.97,2023-11-03 12:00:00,Los Angeles
1061,Headphones,3,1871.37,2023-11-03 13:00:00,Boston
1062,Lightning Cable,1,616.63,2023-11-03 14:00:00,New York
1063,USB-C Cable,3,195.02,2023-11-03 15:00:00,New York
1064,Lightning Cable,3,1448.27,2023-11-03 16:00:00,Boston
1065,Lightning Cable,2,190.68,2023-11-03 17:00:00,Chicago
