Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,USB-C Cable,4,797.17,2023-06-01 00:00:00,Boston
1001,Google Pixel,2,1890.11,2023-06-01 01:00:00,New York
1002,Lightning Cable,1,1088.56,2023-06-01 02:00:00,Los Angeles
1003,iPhone,2,1915.37,2023-06-01 03:00:00,San Francisco
1004,Lightning Cable,2,268.77,2023-06-01 04:00:00,New York
1005,USB-C Cable,3,1746.82,2023-06-01 05:00:00,Boston
1006,USB-C Cable,3,1198.3,2023-06-01 06:00:00,New York
1007,Lightning Cable,2,727.67,2023-06-01 07:00:00,Los Angeles
1008,Monitor,1,773.78,2023-06-01 08:00:00,Chicago
1009,USB-C Cable,2,1032.8,2023-06-01 09:00:00,Los Angeles
1010,Lightning Cable,3,684.84,2023-06-01 10:00:00,Austin
1011,USB-C Cable,4,802.19,2023-06-01 11:00:00,Los Angeles
1012,iPhone,4,1992.09,2023-06-01 12:00:00,Los Angeles
1013,Lightning Cable,3,1416.09,2023-06-01 13:00:00,San Francisco
1014,Headphones,4,393.82,2023-06-01 14:00:00,Chicago
1015,Lightning Cable,2,1360.1,2023-06-01 15:00:00,New York
1016,Monitor,3,1485.91,2023-06-01 16:00:00,San Francisco
1017,USB-C Cable,4,716.42,2023-06-01 17:00:00,Austin
1018,Headphones,2,1583.29,2023-06-01 18:00:00,Los Angeles
1019,USB-C Cable,2,1589.56,2023-06-01 19:00:00,Chicago
1020,iPhone,3,1479.51,2023-06-01 20:00:00,Boston
1021,Macbook Pro,3,494.54,2023-06-01 21:00:00,Austin
1022,Headphones,3,899.38,2023-06-01 22:00:00,Boston
1023,Headphones,2,1822.22,2023-06-01 23:00:00,Los Angeles
1024,Monitor,3,307.73,2023-06-02 00:00:00,Chicago
1025,Headphones,3,1174.95,2023-06-02 01:00:00,Boston
1026,Headphones,2,1880.38,2023-06-02 02:00:00,Los Angeles
1027,Lightning Cable,4,870.45,2023-06-02 03:00:00,San Francisco
1028,Monitor,1,1351.52,2023-06-02 04:00:00,Los Angeles
1029,Lightning Cable,1,394.58,2023-06-02 05:00:00,Austin
1030,iPhone,3,1193.43,2023-06-02 06:00:00,Los Angeles
1031,Headphones,4,355.55,2023-06-02 07:00:00,San Francisco
1032,Monitor,4,1052.81,2023-06-02 08:00:00,Austin
1033,Monitor,1,667.22,2023-06-02 09:00:00,Los Angeles
1034,Lightning Cable,4,937.83,2023-06-02 10:00:00,Austin
1035,Lightning Cable,2,1251.92,2023-06-02 11:00:00,New York
1036,USB-C Cable,4,1606.27,2023-06-02 12:00:00,Chicago
1037,USB-C Cable,4,1069.88,2023-06-02 13:00:00,Boston
1038,Lightning Cable,1,1141.26,2023-06-02 14:00:00,Los Angeles
1039,USB-C Cable,3,1524.95,2023-06-02 15:00:00,Los Angeles
1040,USB-C Cable,1,950.31,2023-06-02 16:00:00,San Francisco
1041,Headphones,2,211.2,2023-06-02 17:00:00,Boston
1042,Lightning Cable,4,967.62,2023-06-02 18:00:00,Boston
1043,Lightning Cable,3,1808.8,2023-06-02 19:00:00,New York
1044,Monitor,1,584.61,2023-06-02 20:00:00,Austin
1045,ThinkPad,4,905.27,2023-06-02 21:00:00,San Francisco
1046,Macbook Pro,2,1911.22,2023-06-02 22:00:00,New York
1047,USB-C Cable,1,1509.21,2023-06-02 23:00:00,San Francisco
1048,Monitor,2,722.42,2023-06-03 00:00:00,San Francisco
1049,ThinkPad,1,1873.23,2023-06-03 01:00:00,Austin
1050,Lightning Cable,2,1534.53,2023-06-03 02:00:00,Los Angeles
1051,Lightning Cable,3,1819.31,2023-06-03 03:00:00,Chicago
1052,ThinkPad,3,1508.28,2023-06-03 04:00:00,San Francisco
1053,Lightning Cable,4,1766.05,2023-06-03 05:00:00,Chicago
1054,USB-C Cable,4,625.11,2023-06-03 06:00:00,Los Angeles
1055,ThinkPad,1,1470.67,2023-06-03 07:00:00,San Francisco
1056,USB-C Cable,4,466.05,2023-06-03 08:00:00,Chicago
1057,Monitor,1,1079.59,2023-06-03 09:00:00,Austin
1058,Monitor,4,387.37,2023-06-03 10:00:00,San Francisco
1059,Headphones,2,503.99,2023-06-03 11:00:00,San Francisco
