Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,USB-C Cable,2,493.85,2023-09-01 00:00:00,Chicago
1001,Lightning Cable,4,958.82,2023-09-01 01:00:00,Los Angeles
1002,iPhone,2,1168.84,2023-09-01 02:00:00,Los Angeles
1003,Monitor,4,647.99,2023-09-01 03:00:00,Austin
1004,Lightning Cable,4,1416.43,2023-09-01 04:00:00,New York
1005,Headphones,2,1039.92,2023-09-01 05:00:00,Austin
1006,USB-C Cable,2,282.78,2023-09-01 06:00:00,New York
1007,iPhone,1,1670.71,2023-09-01 07:00:00,Chicago
1008,USB-C Cable,3,1898.23,2023-09-01 08:00:00,Austin
1009,Google Pixel,1,262.73,2023-09-01 09:00:00,San Francisco
1010,iPhone,3,806.8,2023-09-01 10:00:00,San Francisco
1011,USB-C Cable,4,1307.54,2023-09-01 11:00:00,San Francisco
1012,USB-C Cable,1,243.97,2023-09-01 12:00:00,Austin
1013,USB-C Cable,1,383.61,2023-09-01 13:00:00,Chicago
1014,USB-C Cable,4,1348.4,2023-09-01 14:00:00,Chicago
1015,Lightning Cable,4,191.86,2023-09-01 15:00:00,Chicago
1016,Monitor,2,288.09,2023-09-01 16:00:00,San Francisco
1017,Headphones,1,952.03,2023-09-01 17:00:00,San Francisco
1018,USB-C Cable,2,226.18,2023-09-01 18:00:00,Los Angeles
1019,Monitor,1,970.46,2023-09-01 19:00:00,San Francisco
1020,ThinkPad,3,1791.23,2023-09-01 20:00:00,New York
1021,Lightning Cable,2,1301.39,2023-09-01 21:00:00,Los Angeles
1022,iPhone,4,637.48,2023-09-01 22:00:00,Chicago
1023,Lightning Cable,3,1636.69,2023-09-01 23:00:00,Los Angeles
1024,Lightning Cable,1,736.89,2023-09-02 00:00:00,Los Angeles
1025,Macbook Pro,1,972.34,2023-09-02 01:00:00,Austin
1026,iPhone,2,390.78,2023-09-02 02:00:00,Los Angeles
1027,ThinkPad,1,1388.45,2023-09-02 03:00:00,San Francisco
1028,Macbook Pro,4,352.03,2023-09-02 04:00:00,New York
1029,ThinkPad,2,1215.98,2023-09-02 05:00:00,Chicago
1030,USB-C Cable,2,1959.4,2023-09-02 06:00:00,Austin
