Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Headphones,2,17.74,2023-08-01 00:00:00,Boston
1001,Lightning Cable,3,1112.04,2023-08-01 01:00:00,Austin
1002,ThinkPad,1,1153.52,2023-08-01 02:00:00,New York
1003,Google Pixel,2,1337.83,2023-08-01 03:00:00,Chicago
1004,Google Pixel,4,1838.97,2023-08-01 04:00:00,San Francisco
1005,Lightning Cable,4,1924.81,2023-08-01 05:00:00,Los Angeles
1006,Macbook Pro,1,1051.84,2023-08-01 06:00:00,San Francisco
1007,Lightning Cable,4,941.5,2023-08-01 07:00:00,New York
1008,Macbook Pro,4,185.51,2023-08-01 08:00:00,Boston
1009,iPhone,1,140.56,2023-08-01 09:00:00,New York
1010,Monitor,4,1903.59,2023-08-01 10:00:00,New York
1011,USB-C Cable,1,1347.29,2023-08-01 11:00:00,New York
1012,USB-C Cable,3,1607.12,2023-08-01 12:00:00,New York
1013,Macbook Pro,2,330.86,2023-08-01 13:00:00,Chicago
1014,Monitor,2,1608.17,2023-08-01 14:00:00,Los Angeles
1015,Lightning Cable,4,480.24,2023-08-01 15:00:00,Boston
1016,Lightning Cable,1,526.73,2023-08-01 16:00:00,Austin
1017,Lightning Cable,2,1008.69,2023-08-01 17:00:00,Boston
1018,Lightning Cable,3,1558.0,2023-08-01 18:00:00,Boston
1019,Headphones,3,329.52,2023-08-01 19:00:00,Chicago
1020,Headphones,4,1500.37,2023-08-01 20:00:00,San Francisco
1021,Monitor,4,662.37,2023-08-01 21:00:00,Austin
1022,Lightning Cable,1,1802.17,2023-08-01 22:00:00,Los Angeles
1023,Headphones,1,1706.79,2023-08-01 23:00:00,Chicago
1024,Headphones,1,628.03,2023-08-02 00:00:00,San Francisco
1025,iPhone,3,1919.66,2023-08-02 01:00:00,San Francisco
1026,Macbook Pro,4,1863.01,2023-08-02 02:00:00,Austin
1027,Lightning Cable,4,64.08,2023-08-02 03:00:00,Los Angeles
1028,Monitor,2,816.75,2023-08-02 04:00:00,Chicago
1029,Monitor,4,1407.4,2023-08-02 05:00:00,Chicago
1030,Google Pixel,2,171.32,2023-08-02 06:00:00,Boston
1031,Headphones,2,1768.38,2023-08-02 07:00:00,Austin
1032,Macbook Pro,1,905.88,2023-08-02 08:00:00,Boston
1033,Lightning Cable,3,1481.16,2023-08-02 09:00:00,Austin
1034,USB-C Cable,3,1566.84,2023-08-02 10:00:00,Los Angeles
1035,Lightning Cable,2,1955.81,2023-08-02 11:00:00,San Francisco
