Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Lightning Cable,1,630.98,2023-07-01 00:00:00,New York
1001,Macbook Pro,1,772.47,2023-07-01 01:00:00,Boston
1002,Headphones,2,97.79,2023-07-01 02:00:00,Austin
1003,iPhone,1,107.35,2023-07-01 03:00:00,New York
1004,Monitor,1,1350.44,2023-07-01 04:00:00,New York
1005,Lightning Cable,3,1169.36,2023-07-01 05:00:00,Los Angeles
1006,USB-C Cable,1,287.16,2023-07-01 06:00:00,San Francisco
1007,Headphones,4,95.97,2023-07-01 07:00:00,Austin
1008,iPhone,4,776.36,2023-07-01 08:00:00,Austin
1009,USB-C Cable,1,1739.58,2023-07-01 09:00:00,Boston
1010,Lightning Cable,2,1926.93,2023-07-01 10:00:00,Austin
1011,Lightning Cable,2,1561.49,2023-07-01 11:00:00,Boston
1012,USB-C Cable,3,92.61,2023-07-01 12:00:00,Los Angeles
1013,Lightning Cable,1,1578.11,2023-07-01 13:00:00,Boston
1014,Lightning Cable,3,903.97,2023-07-01 14:00:00,New York
1015,Google Pixel,2,1996.04,2023-07-01 15:00:00,Boston
1016,Headphones,3,1543.85,2023-07-01 16:00:00,Austin
1017,Lightning Cable,3,86.29,2023-07-01 17:00:00,San Francisco
1018,Headphones,4,1632.51,2023-07-01 18:00:00,Los Angeles
1019,Lightning Cable,4,866.73,2023-07-01 19:00:00,Los Angeles
1020,ThinkPad,2,909.67,2023-07-01 20:00:00,Boston
1021,Headphones,4,940.24,2023-07-01 21:00:00,Chicago
1022,USB-C Cable,2,673.1,2023-07-01 22:00:00,San Francisco
1023,Monitor,4,1418.9,2023-07-01 23:00:00,Boston
1024,ThinkPad,1,1406.15,2023-07-02 00:00:00,New York
1025,Headphones,2,261.42,2023-07-02 01:00:00,New York
1026,iPhone,4,812.54,2023-07-02 02:00:00,Austin
1027,Macbook Pro,1,1529.81,2023-07-02 03:00:00,Los Angeles
1028,Lightning Cable,3,155.8,2023-07-02 04:00:00,San Francisco
1029,ThinkPad,4,1625.89,2023-07-02 05:00:00,Chicago
1030,USB-C Cable,4,1577.03,2023-07-02 06:00:00,Boston
1031,Macbook Pro,4,1604.93,2023-07-02 07:00:00,Los Angeles
1032,USB-C Cable,3,1920.54,2023-07-02 08:00:00,Austin
1033,Headphones,1,1390.75,2023-07-02 09:00:00,Boston
1034,Headphones,3,1929.28,2023-07-02 10:00:00,Austin
1035,ThinkPad,1,1780.19,2023-07-02 11:00:00,Boston
1036,Headphones,3,336.75,2023-07-02 12:00:00,Boston
1037,Headphones,3,1916.21,2023-07-02 13:00:00,Los Angeles
1038,ThinkPad,1,1131.68,2023-07-02 14:00:00,San Francisco
1039,ThinkPad,2,70.08,2023-07-02 15:00:00,Los Angeles
1040,Monitor,4,547.19,2023-07-02 16:00:00,San Francisco
1041,Lightning Cable,1,1166.6,2023-07-02 17:00:00,Austin
1042,Lightning Cable,1,1687.71,2023-07-02 18:00:00,Chicago
1043,Lightning Cable,3,1654.98,2023-07-02 19:00:00,San Francisco
1044,USB-C Cable,3,1195.15,2023-07-02 20:00:00,Los Angeles
1045,USB-C Cable,3,1087.99,2023-07-02 21:00:00,Chicago
1046,Lightning Cable,1,1717.13,2023-07-02 22:00:00,New York
1047,Lightning Cable,2,1992.84,2023-07-02 23:00:00,San Francisco
1048,Lightning Cable,3,851.6,2023-07-03 00:00:00,Los Angeles
1049,ThinkPad,4,1415.64,2023-07-03 01:00:00,Los Angeles
1050,Monitor,2,170.25,2023-07-03 02:00:00,Boston
1051,USB-C Cable,4,1387.9,2023-07-03 03:00:00,San Francisco
1052,Headphones,1,1438.48,2023-07-03 04:00:00,Los Angeles
1053,Lightning Cable,4,555.01,2023-07-03 05:00:00,Los Angeles
