Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
1000,Lightning Cable,4,400.06,2023-02-01 00:00:00,Austin
1001,Lightning Cable,4,1782.18,2023-02-01 01:00:00,San Francisco
1002,iPhone,1,509.68,2023-02-01 02:00:00,San Francisco
1003,Headphones,4,1523.18,2023-02-01 03:00:00,San Francisco
1004,Lightning Cable,4,1289.62,2023-02-01 04:00:00,Boston
1005,ThinkPad,1,544.07,2023-02-01 05:00:00,Chicago
1006,Monitor,4,1074.96,2023-02-01 06:00:00,New York
1007,USB-C Cable,3,1585.34,2023-02-01 07:00:00,Boston
1008,Lightning Cable,3,1435.47,2023-02-01 08:00:00,Chicago
1009,iPhone,3,1994.87,2023-02-01 09:00:00,Boston
1010,USB-C Cable,2,845.78,2023-02-01 10:00:00,Los Angeles
1011,USB-C Cable,1,1935.94,2023-02-01 11:00:00,Boston
1012,ThinkPad,3,1941.55,2023-02-01 12:00:00,Boston
1013,Lightning Cable,1,1797.61,2023-02-01 13:00:00,Boston
1014,Lightning Cable,2,1085.38,2023-02-01 14:00:00,Los Angeles
1015,iPhone,2,917.54,2023-02-01 15:00:00,Chicago
1016,USB-C Cable,3,682.56,2023-02-01 16:00:00,San Francisco
1017,Monitor,3,207.4,2023-02-01 17:00:00,Austin
1018,Lightning Cable,2,79.23,2023-02-01 18:00:00,New York
1019,Headphones,1,530.81,2023-02-01 19:00:00,Austin
1020,Lightning Cable,3,1134.71,2023-02-01 20:00:00,Chicago
1021,Headphones,2,957.05,2023-02-01 21:00:00,Chicago
1022,Lightning Cable,1,527.28,2023-02-01 22:00:00,San Francisco
1023,Lightning Cable,2,254.33,2023-02-01 23:00:00,Los Angeles
1024,USB-C Cable,2,1881.64,2023-02-02 00:00:00,Chicago
1025,Lightning Cable,3,1942.59,2023-02-02 01:00:00,Austin
1026,Headphones,4,1911.26,2023-02-02 02:00:00,Chicago
1027,Lightning Cable,3,1918.15,2023-02-02 03:00:00,New York
1028,USB-C Cable,2,62.44,2023-02-02 04:00:00,New York
1029,Macbook Pro,2,425.76,2023-02-02 05:00:00,Austin
1030,USB-C Cable,1,749.87,2023-02-02 06:00:00,New York
1031,Lightning Cable,4,1154.51,2023-02-02 07:00:00,New York
1032,Lightning Cable,1,1372.0,2023-02-02 08:00:00,New York
1033,iPhone,2,1420.44,2023-02-02 09:00:00,Boston
1034,Headphones,1,177.39,2023-02-02 10:00:00,San Francisco
1035,USB-C Cable,1,1802.93,2023-02-02 11:00:00,San Francisco
1036,Headphones,2,1317.05,2023-02-02 12:00:00,New York
1037,Headphones,2,1545.31,2023-02-02 13:00:00,Boston
1038,Lightning Cable,3,34.06,2023-02-02 14:00:00,Los Angeles
1039,Lightning Cable,3,284.28,2023-02-02 15:00:00,Austin
1040,Lightning Cable,2,818.98,2023-02-02 16:00:00,San Francisco
1041,USB-C Cable,4,1094.56,2023-02-02 17:00:00,Los Angeles
1042,Lightning Cable,3,69.55,2023-02-02 18:00:00,San Francisco
1043,Headphones,2,744.23,2023-02-02 19:00:00,Chicago
1044,Monitor,2,1579.51,2023-02-02 20:00:00,New York
1045,USB-C Cable,3,1173.63,2023-02-02 21:00:00,San Francisco
1046,Google Pixel,3,1256.42,2023-02-02 22:00:00,New York
1047,Headphones,1,563.28,2023-02-02 23:00:00,Chicago
1048,USB-C Cable,3,38.6,2023-02-03 00:00:00,New York
1049,ThinkPad,2,1737.69,2023-02-03 01:00:00,Los Angeles
1050,USB-C Cable,3,993.83,2023-02-03 02:00:00,Austin
1051,Headphones,2,980.53,2023-02-03 03:00:00,Boston
1052,USB-C Cable,1,567.05,2023-02-03 04:00:00,San Francisco
1053,USB-C Cable,1,1284.86,2023-02-03 05:00:00,San Francisco
1054,Macbook Pro,3,1457.07,2023-02-03 06:00:00,Chicago
1055,USB-C Cable,3,432.73,2023-02-03 07:00:00,San Francisco
1056,Headphones,2,600.64,2023-02-03 08:00:00,Boston
1057,Lightning Cable,1,1329.79,2023-02-03 09:00:00,Chicago
1058,USB-C Cable,3,1848.04,2023-02-03 10:00:00,New York
1059,Monitor,4,1063.28,2023-02-03 11:00:00,San Francisco
1060,iPhone,2,260.56,2023-02-03 12:00:00,Austin
1061,ThinkPad,1,825.67,2023-02-03 13:00:00,Los Angeles
1062,Monitor,3,837.31,2023-02-03 14:00:00,Chicago
1063,Lightning Cable,4,721.43,2023-02-03 15:00:00,Los Angeles
1064,Lightning Cable,3,1922.76,2023-02-03 16:00:00,New York
1065,Lightning Cable,3,498.82,2023-02-03 17:00:00,Austin
1066,Headphones,1,1338.63,2023-02-03 18:00:00,Los Angeles
1067,USB-C Cable,4,1420.27,2023-02-03 19:00:00,Los Angeles
1068,Headphones,1,94.35,2023-02-03 20:00:00,Chicago
1069,Headphones,1,1052.28,2023-02-03 21:00:00,Boston
1070,Lightning Cable,3,1166.83,2023-02-03 22:00:00,New York
1071,ThinkPad,4,1856.89,2023-02-03 23:00:00,Boston
1072,Lightning Cable,4,200.76,2023-02-04 00:00:00,Chicago
1073,USB-C Cable,3,1654.49,2023-02-04 01:00:00,Boston
1074,Lightning Cable,4,136.71,2023-02-04 02:00:00,Boston
1075,Lightning Cable,2,436.34,2023-02-04 03:00:00,Chicago
1076,Macbook Pro,2,1304.71,2023-02-04 04:00:00,Austin
1077,Headphones,1,1284.85,2023-02-04 05:00:00,Boston
1078,USB-C Cable,1,486.25,2023-02-04 06:00:00,Chicago
1079,iPhone,1,1943.3,2023-02-04 07:00:00,Boston
1080,Lightning Cable,3,1428.23,2023-02-04 08:00:00,San Francisco
1081,Headphones,3,39.01,2023-02-04 09:00:00,San Francisco
1082,Lightning Cable,2,57.71,2023-02-04 10:00:00,Los Angeles
1083,Headphones,4,1760.82,2023-02-04 11:00:00,Los Angeles
1084,Monitor,4,48.87,2023-02-04 12:00:00,Chicago
1085,Macbook Pro,2,183.8,2023-02-04 13:00:00,New York
1086,iPhone,4,1209.45,2023-02-04 14:00:00,Austin
1087,ThinkPad,2,432.19,2023-02-04 15:00:00,Chicago
1088,Lightning Cable,1,1920.96,2023-02-04 16:00:00,New York
1089,Lightning Cable,2,838.73,2023-02-04 17:00:00,San Francisco
1090,Google Pixel,4,1130.51,2023-02-04 18:00:00,Austin
1091,Monitor,2,1976.16,2023-02-04 19:00:00,New York
1092,Lightning Cable,1,1231.87,2023-02-04 20:00:00,Austin
1093,Headphones,3,1850.16,2023-02-04 21:00:00,Austin
1094,Headphones,2,1942.39,2023-02-04 22:00:00,Boston
1095,Lightning Cable,4,964.96,2023-02-04 23:00:00,Austin
1096,USB-C Cable,1,1854.8,2023-02-05 00:00:00,San Francisco
1097,USB-C Cable,2,895.05,2023-02-05 01:00:00,Austin
1098,USB-C Cable,3,1987.59,2023-02-05 02:00:00,Los Angeles
1099,Lightning Cable,2,1291.84,2023-02-05 03:00:00,Chicago
1100,Google Pixel,4,916.22,2023-02-05 04:00:00,Austin
1101,USB-C Cable,2,586.94,2023-02-05 05:00:00,Los Angeles
1102,USB-C Cable,2,1526.86,2023-02-05 06:00:00,Chicago
1103,iPhone,1,1096.83,2023-02-05 07:00:00,New York
1104,Lightning Cable,4,958.33,2023-02-05 08:00:00,San Francisco
1105,Lightning Cable,3,1022.22,2023-02-05 09:00:00,Austin
1106,Lightning Cable,3,978.9,2023-02-05 10:00:00,New York
1107,iPhone,2,337.11,2023-02-05 11:00:00,Los Angeles
1108,Monitor,1,1703.45,2023-02-05 12:00:00,New York
1109,Lightning Cable,3,1915.09,2023-02-05 13:00:00,Boston
1110,USB-C Cable,4,1266.27,2023-02-05 14:00:00,San Francisco
1111,Lightning Cable,3,255.37,2023-02-05 15:00:00,Boston
1112,USB-C Cable,3,1465.96,2023-02-05 16:00:00,Boston
1113,Lightning Cable,3,1341.82,2023-02-05 17:00:00,New York
1114,Lightning Cable,1,267.45,2023-02-05 18:00:00,New York
1115,USB-C Cable,2,1130.69,2023-02-05 19:00:00,New York
1116,Macbook Pro,3,1746.4,2023-02-05 20:00:00,San Francisco
1117,Headphones,2,1348.75,2023-02-05 21:00:00,Boston
1118,Lightning Cable,2,939.74,2023-02-05 22:00:00,Chicago
1119,Lightning Cable,4,801.41,2023-02-05 23:00:00,Chicago
1120,ThinkPad,3,1877.3,2023-02-06 00:00:00,New York
1121,Monitor,4,1042.27,2023-02-06 01:00:00,New York
1122,Headphones,1,1081.04,2023-02-06 02:00:00,San Francisco
1123,Lightning Cable,1,396.86,2023-02-06 03:00:00,Chicago
1124,Monitor,2,1792.08,2023-02-06 04:00:00,Austin
1125,Lightning Cable,4,1238.34,2023-02-06 05:00:00,Los Angeles
1126,Macbook Pro,3,1536.68,2023-02-06 06:00:00,New York
1127,Monitor,2,489.71,2023-02-06 07:00:00,Austin
1128,Macbook Pro,4,1591.09,2023-02-06 08:00:00,San Francisco
1129,Lightning Cable,1,1533.81,2023-02-06 09:00:00,Austin
1130,USB-C Cable,2,692.9,2023-02-06 10:00:00,Chicago
1131,Headphones,1,968.06,2023-02-06 11:00:00,Boston
1132,USB-C Cable,4,856.74,2023-02-06 12:00:00,Chicago
1133,Headphones,2,1346.84,2023-02-06 13:00:00,New York
1134,ThinkPad,3,1888.34,2023-02-06 14:00:00,New York
1135,Lightning Cable,3,109.06,2023-02-06 15:00:00,Boston
1136,Google Pixel,1,1749.75,2023-02-06 16:00:00,Chicago
